Min Temp o 0,Max Temp 0,Humidity ojo,"Wind m/s
:selected:",Sun hours,Rad MJ/m2 / day,ETo mm/ day,date
21.1,31.9,69.0,5.8,12.5,28.1,7.02,2019-07-08
20.6,29.8,76.0,4.8,12.5,28.1,6.0,2019-07-09
20.9,30.0,70.0,5.4,12.5,28.1,6.57,2019-07-10
20.3,30.1,74.0,4.4,12.5,28.1,6.12,2019-07-11
19.5,32.8,67.0,3.2,12.5,28.1,6.59,2019-07-12
19.8,34.0,64.0,3.5,12.5,28.2,7.06,2019-07-13
21.6,30.9,71.0,3.6,12.5,28.2,6.32,2019-07-14
20.3,32.8,62.0,4.2,12.5,28.2,7.23,2019-07-15
20.8,31.1,67.0,3.9,12.5,28.2,6.62,2019-07-16
20.1,29.3,74.0,3.7,12.5,28.2,5.91,2019-07-17
18.9,24.9,79.0,3.9,12.5,28.2,5.03,2019-07-18
19.8,27.8,80.0,3.3,12.5,28.2,5.37,2019-07-19
20.8,31.2,73.0,4.6,12.5,28.2,6.42,2019-07-20
20.9,30.7,73.0,5.0,12.5,28.2,6.38,2019-07-21
21.4,28.1,77.0,4.8,12.5,28.2,5.7,2019-07-22
20.5,29.5,73.0,5.0,12.5,28.2,6.19,2019-07-23
19.8,30.4,74.0,4.4,12.5,28.2,6.17,2019-07-24
19.7,31.4,72.0,4.1,12.5,28.2,6.38,2019-07-25
20.4,29.3,75.0,4.1,12.5,28.2,5.91,2019-07-26
19.8,29.8,74.0,4.8,12.5,28.3,6.14,2019-07-27
19.9,29.4,74.0,5.2,12.5,28.3,6.08,2019-07-28
20.4,29.2,76.0,4.7,12.4,28.3,5.88,2019-07-29
20.6,29.6,71.0,5.0,12.4,28.3,6.4,2019-07-30
20.1,31.2,70.0,4.4,12.4,28.3,6.55,2019-07-31
21.5,33.5,69.0,2.6,12.5,28.3,6.52,2019-06-01
22.2,36.2,67.0,2.6,12.5,28.2,7.0,2019-06-02
22.6,30.3,75.0,3.4,12.5,28.2,6.03,2019-06-03
22.0,31.8,69.0,2.6,12.5,28.2,6.31,2019-06-04
21.7,32.1,69.0,1.9,12.5,28.2,6.12,2019-06-05
22.4,33.5,70.0,1.7,12.6,28.2,6.22,2019-06-06
22.8,32.7,71.0,1.5,12.6,28.2,6.06,2019-06-07
22.0,31.7,70.0,2.2,12.6,28.2,6.15,2019-06-08
22.0,35.0,64.0,4.0,12.6,28.2,7.5,2019-06-09
20.1,32.7,68.0,4.2,12.6,28.2,6.85,2019-06-10
21.1,32.8,67.0,5.5,12.6,28.2,7.28,2019-06-11
22.1,33.0,67.0,6.0,12.6,28.2,7.49,2019-06-12
21.3,31.2,69.0,5.1,12.6,28.1,6.82,2019-06-13
20.1,33.7,63.0,4.6,12.6,28.1,7.49,2019-06-14
21.3,34.3,66.0,4.1,12.6,28.1,7.25,2019-06-15
21.4,33.4,66.0,3.8,12.6,28.1,7.04,2019-06-16
21.0,33.3,65.0,3.9,12.6,28.1,7.03,2019-06-17
21.6,33.0,67.0,3.9,12.6,28.1,6.9,2019-06-18
21.3,35.0,66.0,4.0,12.6,28.1,7.33,2019-06-19
21.5,32.6,65.0,4.6,12.6,28.1,7.17,2019-06-20
20.5,30.4,68.0,3.7,12.6,28.1,6.35,2019-06-21
20.7,31.3,69.0,4.0,12.6,28.1,6.51,2019-06-22
20.2,31.0,73.0,3.6,12.6,28.1,6.17,2019-06-23
20.6,32.7,66.0,3.5,12.6,28.1,6.76,2019-06-24
20.8,32.5,64.0,3.8,12.6,28.1,6.91,2019-06-25
21.3,29.5,72.0,3.7,12.6,28.1,6.06,2019-06-26
21.1,32.1,70.0,4.4,12.6,28.1,6.7,2019-06-27
21.1,31.4,71.0,4.8,12.6,28.1,6.61,2019-06-28
21.5,29.4,73.0,4.8,12.6,28.1,6.2,2019-06-29
20.9,29.7,74.0,4.7,12.6,28.1,6.07,2019-06-30
18.3,36.1,29.0,1.4,11.5,25.8,5.98,2019-03-01
21.9,35.3,50.0,2.1,11.5,25.8,6.53,2019-03-02
21.6,34.9,45.0,1.1,11.5,25.9,5.69,2019-03-03
21.6,36.8,38.0,1.9,11.5,26.0,6.74,2019-03-04
23.5,37.1,34.0,1.8,11.5,26.0,6.75,2019-03-05
19.6,36.8,38.0,2.2,11.6,26.1,7.09,2019-03-06
19.4,38.5,28.0,2.0,11.6,26.2,7.2,2019-03-07
20.3,37.6,19.0,1.9,11.6,26.2,7.03,2019-03-08
20.4,36.2,40.0,2.1,11.6,26.3,6.95,2019-03-09
23.6,36.5,38.0,2.6,11.6,26.4,7.65,2019-03-10
24.8,36.9,33.0,2.4,11.6,26.5,7.65,2019-03-11
23.1,36.8,28.0,2.9,11.6,26.5,8.32,2019-03-12
19.6,37.0,27.0,3.2,12.0,27.2,8.64,2019-03-13
18.8,37.2,27.0,3.2,12.1,27.4,8.65,2019-03-14
19.4,36.9,28.0,2.9,12.2,27.6,8.27,2019-03-15
18.1,37.2,29.0,3.1,12.3,27.8,8.54,2019-03-16
17.8,37.1,28.0,2.4,12.3,27.8,7.69,2019-03-17
19.2,36.7,35.0,3.0,12.4,28.0,8.19,2019-03-18
20.2,37.0,41.0,2.4,12.5,28.2,7.55,2019-03-19
23.6,36.6,34.0,2.3,12.6,28.4,7.67,2019-03-20
23.0,36.7,32.0,1.4,12.6,28.5,6.69,2019-03-21
22.5,38.0,28.0,2.0,12.7,28.6,7.63,2019-03-22
22.3,38.0,31.0,2.4,12.8,28.8,8.03,2019-03-23
24.9,38.9,28.0,3.3,12.9,29.0,9.48,2019-03-24
22.4,38.7,29.0,3.7,12.1,27.8,9.63,2019-03-25
22.3,38.3,29.0,3.4,12.1,27.9,9.27,2019-03-26
22.4,38.1,28.0,3.1,12.1,27.9,8.88,2019-03-27
21.3,39.1,25.0,3.0,12.1,28.0,9.07,2019-03-28
22.4,39.3,23.0,2.9,12.1,28.0,9.0,2019-03-29
22.7,38.7,26.0,2.5,12.1,28.0,8.38,2019-03-30
21.9,38.9,31.0,1.5,12.1,28.1,7.02,2019-03-31
22.3,35.9,62.0,3.5,12.4,28.6,7.61,2019-05-01
20.2,37.1,54.0,3.7,12.4,28.6,8.25,2019-05-02
20.7,37.4,54.0,3.5,12.4,28.5,8.17,2019-05-03
19.6,35.3,51.0,2.1,12.4,28.5,6.98,2019-05-04
20.5,36.0,54.0,1.1,12.4,28.5,6.3,2019-05-05
23.0,36.6,54.0,1.2,12.4,28.5,6.51,2019-05-06
22.7,36.4,63.0,2.7,12.4,28.5,7.27,2019-05-07
21.8,34.1,63.0,3.5,12.4,28.5,7.22,2019-05-08
20.5,35.7,58.0,2.8,12.4,28.5,7.33,2019-05-09
20.7,37.0,53.0,2.3,12.4,28.5,7.36,2019-05-10
22.9,36.3,56.0,1.9,12.4,28.5,7.01,2019-05-11
24.2,36.7,53.0,1.5,12.4,28.5,6.86,2019-05-12
23.0,36.2,56.0,2.4,12.4,28.5,7.3,2019-05-13
23.5,34.7,54.0,2.1,12.4,28.5,6.95,2019-05-14
23.8,36.2,55.0,2.0,12.5,28.5,7.08,2019-05-15
23.6,36.0,57.0,1.2,12.5,28.4,6.47,2019-05-16
23.7,35.0,56.0,1.7,12.5,28.4,6.71,2019-05-17
22.0,36.6,56.0,1.8,12.5,28.4,6.9,2019-05-18
23.6,36.6,52.0,1.4,12.5,28.4,6.69,2019-05-19
23.8,36.6,50.0,1.6,12.5,28.4,6.84,2019-05-20
24.3,36.8,46.0,0.7,12.5,28.4,6.06,2019-05-21
23.8,35.3,57.0,1.8,12.5,28.4,6.75,2019-05-22
23.6,33.0,63.0,1.8,12.5,28.4,6.42,2019-05-23
23.1,35.7,62.0,1.5,12.5,28.3,6.55,2019-05-24
22.2,34.0,66.0,3.3,12.5,28.3,7.01,2019-05-25
22.8,33.9,69.0,2.7,12.5,28.3,6.67,2019-05-26
22.4,35.6,62.0,1.7,12.5,28.3,6.61,2019-05-27
23.7,34.9,60.0,2.3,12.5,28.3,6.93,2019-05-28
22.6,33.7,65.0,3.1,12.5,28.3,6.95,2019-05-29
21.9,34.5,65.0,2.8,12.5,28.3,6.88,2019-05-30
22.9,31.4,71.0,2.8,12.5,28.3,6.29,2019-05-31
19.1,27.3,83.0,2.1,11.4,23.9,4.29,2019-11-01
18.3,27.9,84.0,1.4,11.4,23.9,4.25,2019-11-02
19.4,27.4,84.0,1.7,11.4,23.8,4.25,2019-11-03
17.4,28.4,84.0,1.6,11.3,23.7,4.25,2019-11-04
17.4,28.6,81.0,1.5,11.3,23.7,4.31,2019-11-05
18.6,28.8,80.0,1.3,11.3,23.6,4.32,2019-11-06
18.7,28.1,82.0,0.9,11.3,23.5,4.18,2019-11-07
20.6,25.5,89.0,1.3,11.3,23.4,3.99,2019-11-08
19.5,26.9,88.0,1.9,11.3,23.4,4.03,2019-11-09
18.3,27.5,84.0,1.4,11.3,23.3,4.1,2019-11-10
17.2,26.9,81.0,1.7,11.3,23.2,4.06,2019-11-11
18.0,27.4,83.0,2.1,11.3,23.2,4.13,2019-11-12
17.3,27.0,83.0,2.4,11.3,23.1,4.07,2019-11-13
17.3,27.7,86.0,2.2,11.3,23.0,4.02,2019-11-14
19.3,28.0,84.0,2.0,11.3,23.0,4.14,2019-11-15
20.1,28.2,83.0,2.5,11.3,22.9,4.25,2019-11-16
17.9,26.8,79.0,2.1,11.3,22.9,4.11,2019-11-17
17.3,27.9,86.0,2.5,11.3,22.8,4.01,2019-11-18
18.9,28.4,83.0,1.9,11.3,22.7,4.14,2019-11-19
19.9,27.6,86.0,2.6,11.3,22.7,4.02,2019-11-20
19.4,27.6,85.0,2.8,11.3,22.6,4.05,2019-11-21
16.3,27.0,82.0,2.7,11.3,22.6,3.99,2019-11-22
14.9,26.2,80.0,2.4,11.3,22.5,3.91,2019-11-23
15.7,27.1,81.0,2.4,11.2,22.5,3.99,2019-11-24
16.1,27.8,81.0,2.6,11.2,22.4,4.09,2019-11-25
16.3,26.9,80.0,2.9,11.2,22.4,4.03,2019-11-26
16.6,28.1,84.0,2.8,11.2,22.3,4.01,2019-11-27
18.6,28.4,83.0,3.1,11.2,22.3,4.13,2019-11-28
18.8,27.9,84.0,2.8,11.2,22.2,4.03,2019-11-29
18.7,28.1,85.0,3.0,11.2,22.2,4.03,2019-11-30
19.0,28.6,81.0,1.4,12.0,26.8,4.95,2019-02-01
19.6,28.5,85.0,1.8,11.6,26.1,4.82,2019-02-02
21.0,27.6,86.0,1.2,11.6,26.0,4.78,2019-02-03
21.0,28.4,84.0,1.2,11.6,26.0,4.86,2019-02-04
19.9,27.6,85.0,1.1,11.6,25.9,4.71,2019-02-05
20.1,26.8,85.0,1.3,11.6,25.8,4.63,2019-02-06
20.1,26.7,86.0,0.9,11.6,25.8,4.61,2019-02-07
20.7,27.4,84.0,1.2,11.6,25.7,4.69,2019-02-08
20.7,26.3,88.0,1.9,11.5,25.6,4.49,2019-02-09
19.9,26.9,86.0,0.9,11.5,25.6,4.57,2019-02-10
20.2,27.7,84.0,1.2,11.5,25.5,4.65,2019-02-11
20.4,28.9,83.0,1.8,11.5,25.4,4.8,2019-02-12
20.1,28.9,83.0,1.7,11.5,25.4,4.77,2019-02-13
20.4,29.0,84.0,1.9,11.5,25.3,4.75,2019-02-14
20.6,28.0,87.0,2.3,11.5,25.2,4.57,2019-02-15
19.9,27.9,85.0,2.3,11.5,25.1,4.58,2019-02-16
19.3,27.5,85.0,2.1,11.5,25.1,4.48,2019-02-17
20.1,27.6,87.0,2.3,11.5,25.0,4.46,2019-02-18
19.9,27.9,85.0,2.3,11.5,24.9,4.52,2019-02-19
19.6,26.9,87.0,1.8,11.5,24.8,4.35,2019-02-20
18.5,27.4,85.0,1.3,11.4,24.8,4.38,2019-02-21
20.4,25.9,89.0,1.6,11.4,24.7,4.25,2019-02-22
19.5,26.4,87.0,2.2,11.4,24.6,4.26,2019-02-23
19.0,26.3,85.0,3.3,11.4,24.5,4.26,2019-02-24
19.0,27.7,86.0,3.6,11.4,24.5,4.38,2019-02-25
18.8,27.3,86.0,2.8,11.4,24.4,4.28,2019-02-26
18.9,26.0,86.0,1.3,11.4,24.3,4.18,2019-02-27
19.5,27.1,86.0,2.3,11.4,24.2,4.26,2019-02-28
20.2,28.1,77.0,3.9,12.2,28.1,5.56,2019-02-01
20.1,29.7,76.0,4.1,12.2,28.0,5.84,2019-02-02
19.7,29.4,78.0,4.6,12.2,28.0,5.73,2019-02-03
20.1,25.9,81.0,4.7,12.2,28.0,5.06,2019-02-04
19.8,29.5,77.0,5.3,12.2,28.0,5.88,2019-02-05
20.5,29.0,81.0,5.2,12.2,27.9,5.49,2019-02-06
20.0,29.7,78.0,5.1,12.2,27.9,5.78,2019-02-07
20.3,29.6,76.0,4.8,12.2,27.9,5.89,2019-02-08
19.9,29.6,79.0,4.1,12.2,27.8,5.63,2019-02-09
20.4,31.4,76.0,3.4,12.2,27.8,5.98,2019-02-10
20.6,30.6,76.0,3.2,12.2,27.8,5.82,2019-02-11
20.4,28.8,80.0,3.4,12.2,27.7,5.42,2019-02-12
20.1,30.1,77.0,3.3,12.1,27.7,5.69,2019-02-13
20.0,31.1,74.0,3.0,12.1,27.6,5.91,2019-02-14
20.1,31.5,75.0,3.0,12.1,27.6,5.9,2019-02-15
20.5,30.5,77.0,3.7,12.1,27.6,5.8,2019-02-16
20.4,26.5,85.0,2.7,12.1,27.5,4.87,2019-02-17
19.7,24.3,88.0,2.9,12.1,27.5,4.48,2019-02-18
20.5,26.9,84.0,2.3,12.9,28.6,5.11,2019-02-19
19.1,30.7,76.0,1.9,12.9,28.6,5.66,2019-02-20
18.8,32.4,74.0,1.6,12.8,28.4,5.78,2019-02-21
21.3,24.5,89.0,1.1,12.7,28.2,4.89,2019-02-22
20.9,26.2,88.0,1.6,12.6,28.0,4.91,2019-02-23
20.6,24.3,89.0,1.9,12.5,27.8,4.65,2019-02-24
20.2,27.0,89.0,1.5,12.5,27.8,4.91,2019-02-25
20.0,27.2,84.0,3.5,12.4,27.6,4.93,2019-02-26
18.4,28.2,82.0,1.4,12.3,27.4,5.0,2019-02-27
20.0,29.1,82.0,1.6,12.2,27.2,5.12,2019-02-28
20.4,38.5,31.0,2.9,12.2,28.1,8.65,2020-04-01
22.3,38.7,31.0,3.1,12.2,28.2,8.95,2020-04-02
24.1,38.5,31.0,3.3,12.2,28.2,9.2,2020-04-03
21.2,38.6,30.0,2.7,12.2,28.2,8.46,2020-04-04
21.7,38.1,37.0,2.3,12.2,28.3,7.83,2020-04-05
24.3,34.7,47.0,1.1,12.2,28.3,6.24,2020-04-06
22.3,30.4,65.0,2.4,12.2,28.3,6.22,2020-04-07
19.9,34.7,55.0,1.1,12.2,28.3,6.07,2020-04-08
22.4,34.1,59.0,1.9,12.2,28.4,6.61,2020-04-09
20.9,35.1,56.0,2.6,12.2,28.4,7.18,2020-04-10
20.8,34.4,54.0,2.7,12.2,28.4,7.17,2020-04-11
20.6,35.7,48.0,2.7,12.2,28.4,7.56,2020-04-12
20.3,37.2,40.0,3.5,12.3,28.4,8.72,2020-04-13
19.4,37.8,32.0,4.0,12.3,28.5,9.68,2020-04-14
18.8,37.8,34.0,3.3,12.3,28.5,8.95,2020-04-15
20.5,37.8,39.0,3.0,12.3,28.5,8.51,2020-04-16
22.4,38.4,38.0,3.1,12.3,28.5,8.72,2020-04-17
23.4,38.7,38.0,3.6,12.3,28.5,9.29,2020-04-18
23.9,38.6,37.0,3.6,12.3,28.5,9.33,2020-04-19
22.0,38.7,39.0,3.7,12.3,28.5,9.31,2020-04-20
21.6,38.9,33.0,2.6,12.3,28.5,8.47,2020-04-21
23.1,37.7,39.0,1.9,12.3,28.5,7.46,2020-04-22
25.8,36.6,45.0,1.4,12.3,28.5,6.83,2020-04-23
23.5,33.8,64.0,1.9,12.3,28.6,6.58,2020-04-24
23.5,31.6,67.0,2.2,12.3,28.6,6.36,2020-04-25
23.4,34.7,59.0,2.5,12.3,28.6,7.09,2020-04-26
23.6,36.0,55.0,2.2,12.3,28.6,7.21,2020-04-27
22.1,37.1,56.0,2.1,12.4,28.6,7.18,2020-04-28
22.1,28.3,77.0,2.4,12.4,28.6,5.65,2020-04-29
20.9,35.1,62.0,1.9,12.4,28.6,6.67,2020-04-30
20.5,27.5,84.0,3.1,12.4,28.3,5.17,2020-02-01
19.9,27.8,83.0,3.8,12.4,28.3,5.23,2020-02-02
19.0,27.8,81.0,5.2,12.4,28.3,5.3,2020-02-03
21.3,25.9,82.0,6.6,12.4,28.3,5.05,2020-02-04
21.4,27.4,79.0,7.2,12.4,28.3,5.58,2020-02-05
21.9,29.2,80.0,6.3,12.4,28.3,5.79,2020-02-06
21.3,28.0,81.0,5.4,12.4,28.3,5.41,2020-02-07
20.2,26.5,85.0,4.8,12.4,28.3,4.96,2020-02-08
20.0,26.5,83.0,4.2,12.4,28.3,5.05,2020-02-09
20.0,25.7,87.0,3.6,12.4,28.3,4.77,2020-02-10
20.3,27.6,83.0,4.1,12.4,28.3,5.21,2020-02-11
20.1,27.0,85.0,3.9,12.4,28.3,5.04,2020-02-12
19.9,27.1,84.0,3.8,12.4,28.3,5.06,2020-02-13
19.7,27.3,84.0,4.0,12.3,28.3,5.1,2020-02-14
19.4,29.0,81.0,4.4,12.3,28.3,5.49,2020-02-15
20.0,28.3,83.0,3.9,12.3,28.3,5.27,2020-02-16
19.7,28.5,83.0,3.6,12.3,28.3,5.29,2020-02-17
20.2,28.8,83.0,3.5,12.3,28.3,5.34,2020-02-18
19.7,29.5,82.0,3.8,12.3,28.3,5.5,2020-02-19
19.7,27.8,83.0,3.8,12.3,28.2,5.18,2020-02-20
19.9,29.1,82.0,3.5,12.3,28.2,5.45,2020-02-21
19.8,29.2,82.0,3.1,12.3,28.2,5.4,2020-02-22
19.5,28.9,83.0,2.5,12.3,28.2,5.31,2020-02-23
20.0,29.5,81.0,2.3,12.3,28.2,5.47,2020-02-24
20.0,30.4,78.0,2.5,12.3,28.2,5.69,2020-02-25
19.8,27.7,81.0,2.1,12.3,28.2,5.24,2020-02-26
20.3,28.9,80.0,2.7,12.3,28.2,5.47,2020-02-27
19.5,30.1,78.0,2.8,12.3,28.1,5.67,2020-02-28
19.7,31.3,77.0,2.7,12.3,28.1,5.85,2020-02-29
15.8,25.3,82.0,2.5,11.2,22.2,3.73,2020-02-01
15.4,25.8,83.0,2.5,11.2,22.1,3.71,2020-02-02
16.1,25.2,89.0,3.0,11.2,22.1,3.47,2020-02-03
18.9,25.3,90.0,3.3,11.2,22.1,3.48,2020-02-04
17.7,26.6,87.0,3.0,11.2,22.0,3.71,2020-02-05
19.2,27.3,87.0,3.7,11.2,22.0,3.8,2020-02-06
19.0,26.7,89.0,3.3,11.2,22.0,3.66,2020-02-07
18.8,26.9,87.0,3.0,11.2,21.9,3.77,2020-02-08
18.4,26.9,87.0,2.7,11.2,21.9,3.75,2020-02-09
15.7,26.4,77.0,1.7,11.2,21.9,3.81,2020-02-10
14.7,26.7,78.0,1.8,11.2,21.9,3.8,2020-02-11
13.7,26.3,77.0,1.7,11.2,21.9,3.74,2020-02-12
13.9,26.8,77.0,1.4,11.2,21.8,3.71,2020-02-13
14.2,26.8,81.0,1.8,11.2,21.8,3.72,2020-02-14
14.3,25.6,79.0,2.4,11.2,21.8,3.75,2020-02-15
16.4,26.8,83.0,2.7,11.2,21.8,3.79,2020-02-16
17.5,26.7,85.0,2.8,11.2,21.8,3.74,2020-02-17
17.1,26.3,82.0,2.7,11.2,21.8,3.81,2020-02-18
16.8,26.1,84.0,3.0,11.2,21.8,3.73,2020-02-19
14.5,25.6,82.0,2.9,11.2,21.8,3.7,2020-02-20
12.6,25.1,80.0,2.4,11.2,21.8,3.64,2020-02-21
12.2,26.3,77.0,1.9,11.2,21.8,3.73,2020-02-22
14.7,26.7,80.0,1.6,11.2,21.8,3.71,2020-02-23
15.1,27.8,80.0,1.8,11.2,21.8,3.86,2020-02-24
16.3,27.1,82.0,2.2,11.2,21.8,3.81,2020-02-25
14.6,26.5,79.0,2.2,11.2,21.8,3.8,2020-02-26
13.3,26.4,79.0,2.0,11.2,21.9,3.75,2020-02-27
13.0,26.6,74.0,1.5,11.2,21.9,3.74,2020-02-28
13.9,27.4,75.0,2.1,11.2,21.9,3.99,2020-02-29
19.3,28.2,73.0,1.8,11.2,22.0,4.19,2020-01-01
19.6,30.3,74.0,1.5,11.2,22.0,4.28,2020-01-02
19.0,30.9,72.0,1.8,11.2,22.0,4.46,2020-01-03
19.7,31.2,68.0,0.9,11.2,22.0,4.2,2020-01-04
16.9,31.0,72.0,1.8,11.2,22.1,4.45,2020-01-05
19.3,30.9,71.0,3.1,11.2,22.1,4.97,2020-01-06
18.4,30.7,68.0,2.7,11.2,22.2,4.92,2020-01-07
17.4,30.6,66.0,1.7,11.2,22.2,4.53,2020-01-08
16.6,30.8,69.0,1.5,11.2,22.2,4.4,2020-01-09
16.9,30.4,68.0,2.9,11.2,22.3,4.92,2020-01-10
16.3,29.9,67.0,2.9,11.2,22.3,4.89,2020-01-11
15.9,29.6,68.0,2.5,11.2,22.4,4.72,2020-01-12
15.4,30.5,66.0,1.2,11.2,22.4,4.25,2020-01-13
15.6,31.1,62.0,2.0,11.2,22.5,4.82,2020-01-14
14.3,31.0,58.0,2.3,11.2,22.5,5.08,2020-01-15
13.8,30.4,61.0,2.1,11.2,22.6,4.83,2020-01-16
15.0,31.3,61.0,2.7,11.2,22.6,5.25,2020-01-17
17.4,32.2,65.0,2.6,11.2,22.7,5.25,2020-01-18
18.4,31.8,63.0,2.2,11.3,22.7,5.1,2020-01-19
18.2,32.6,56.0,2.7,11.3,22.8,5.69,2020-01-20
16.0,32.3,52.0,3.0,11.3,22.9,5.92,2020-01-21
15.1,33.0,57.0,3.0,11.3,22.9,5.85,2020-01-22
17.0,33.3,52.0,2.8,11.3,23.0,5.98,2020-01-23
15.9,32.0,49.0,2.8,11.3,23.1,5.91,2020-01-24
13.7,32.7,46.0,2.5,11.3,23.1,5.86,2020-01-25
14.6,33.6,45.0,2.6,11.3,23.2,6.15,2020-01-26
15.9,34.4,44.0,1.9,11.3,23.3,5.61,2020-01-27
17.6,33.7,57.0,1.9,11.3,23.3,5.35,2020-01-28
17.9,33.7,51.0,0.9,11.3,23.4,4.63,2020-01-29
18.3,34.6,44.0,1.2,11.3,23.5,5.08,2020-01-30
17.8,34.4,42.0,0.7,11.3,23.5,4.5,2020-01-31
20.2,27.9,79.0,3.6,12.6,28.1,5.44,2020-07-01
19.7,26.7,82.0,4.7,12.6,28.1,5.09,2020-07-02
19.9,28.8,80.0,4.8,12.6,28.1,5.5,2020-07-03
20.1,29.4,78.0,5.2,12.6,28.1,5.81,2020-07-04
19.5,28.5,78.0,4.9,12.6,28.1,5.62,2020-07-05
19.7,29.8,77.0,4.5,12.6,28.1,5.85,2020-07-06
19.4,29.8,79.0,4.2,12.5,28.1,5.73,2020-07-07
20.5,26.7,86.0,2.9,12.5,28.1,5.0,2020-07-08
19.1,26.1,88.0,2.8,12.5,28.1,4.79,2020-07-09
19.9,27.7,82.0,2.9,12.5,28.1,5.25,2020-07-10
19.7,28.7,81.0,2.6,12.5,28.1,5.39,2020-07-11
20.1,28.4,80.0,2.9,12.5,28.1,5.39,2020-07-12
19.4,28.1,81.0,3.1,12.5,28.1,5.3,2020-07-13
20.5,27.6,84.0,3.5,12.5,28.2,5.18,2020-07-14
20.1,28.0,81.0,4.4,12.5,28.2,5.38,2020-07-15
19.9,27.7,81.0,4.1,12.5,28.2,5.33,2020-07-16
19.9,27.6,82.0,3.3,12.5,28.2,5.24,2020-07-17
19.7,29.0,82.0,2.9,12.5,28.2,5.37,2020-07-18
20.1,27.5,81.0,2.1,12.5,28.2,5.26,2020-07-19
21.2,26.6,86.0,1.7,12.5,28.2,5.11,2020-07-20
20.2,29.8,79.0,1.9,12.5,28.2,5.54,2020-07-21
21.3,29.5,81.0,2.0,12.5,28.2,5.51,2020-07-22
21.0,29.1,79.0,0.8,12.5,28.2,5.41,2020-07-23
21.5,27.5,81.0,1.7,12.5,28.2,5.31,2020-07-24
20.4,27.8,84.0,2.4,12.5,28.2,5.21,2020-07-25
20.2,27.5,82.0,2.4,12.5,28.2,5.23,2020-07-26
19.3,29.3,80.0,3.2,12.5,28.2,5.53,2020-07-27
20.0,28.3,84.0,2.9,12.5,28.3,5.25,2020-07-28
20.9,26.3,86.0,2.9,12.4,28.3,4.98,2020-07-29
20.3,26.9,85.0,2.3,12.4,28.3,5.07,2020-07-30
20.6,28.0,85.0,2.4,12.4,28.3,5.22,2020-07-31
22.9,28.3,81.0,3.2,12.5,28.3,5.52,2020-06-01
21.7,29.2,77.0,4.0,12.5,28.3,5.84,2020-06-02
21.8,28.8,78.0,4.3,12.5,28.2,5.72,2020-06-03
21.4,28.9,78.0,3.0,12.5,28.2,5.63,2020-06-04
20.5,32.5,70.0,3.6,12.5,28.2,6.59,2020-06-05
20.3,31.9,72.0,3.6,12.6,28.2,6.38,2020-06-06
20.0,33.1,68.0,3.8,12.6,28.2,6.79,2020-06-07
20.8,31.3,66.0,4.1,12.6,28.2,6.72,2020-06-08
19.2,32.6,63.0,4.0,12.6,28.2,7.07,2020-06-09
20.8,31.5,71.0,4.5,12.6,28.2,6.53,2020-06-10
20.7,27.3,81.0,4.1,12.6,28.2,5.27,2020-06-11
20.1,28.1,76.0,5.0,12.6,28.2,5.77,2020-06-12
19.5,30.9,70.0,5.2,12.6,28.1,6.62,2020-06-13
19.5,30.1,71.0,5.8,12.6,28.1,6.49,2020-06-14
20.6,32.2,73.0,4.9,12.6,28.1,6.6,2020-06-15
21.6,31.5,73.0,5.0,12.6,28.1,6.53,2020-06-16
21.6,29.1,77.0,4.4,12.6,28.1,5.8,2020-06-17
20.3,29.8,75.0,4.3,12.6,28.1,6.0,2020-06-18
20.1,29.9,73.0,3.9,12.6,28.1,6.02,2020-06-19
20.3,31.7,69.0,4.2,12.6,28.1,6.66,2020-06-20
20.1,32.5,70.0,4.2,12.6,28.1,6.67,2020-06-21
20.3,29.4,73.0,4.2,12.6,28.1,6.01,2020-06-22
19.0,31.1,68.0,3.8,12.6,28.1,6.46,2020-06-23
19.3,32.3,72.0,2.8,12.6,28.1,6.19,2020-06-24
20.6,29.8,78.0,1.4,12.6,28.1,5.51,2020-06-25
21.3,29.0,80.0,2.0,12.6,28.1,5.47,2020-06-26
21.2,26.4,87.0,2.2,12.6,28.1,4.99,2020-06-27
21.3,28.4,84.0,3.1,12.6,28.1,5.28,2020-06-28
21.1,27.3,87.0,2.7,12.6,28.1,5.04,2020-06-29
21.0,27.9,82.0,3.1,12.6,28.1,5.31,2020-06-30
21.1,34.8,43.0,2.7,11.5,25.8,7.12,2020-03-01
20.9,33.4,45.0,1.4,11.5,25.8,5.81,2020-03-02
21.9,35.0,47.0,2.0,11.5,25.9,6.52,2020-03-03
20.4,34.0,48.0,1.8,11.5,26.0,6.19,2020-03-04
20.5,34.9,47.0,1.4,11.6,26.1,5.96,2020-03-05
20.5,34.6,49.0,1.8,11.6,26.1,6.25,2020-03-06
21.3,31.7,54.0,1.4,11.6,26.2,5.66,2020-03-07
21.6,35.3,48.0,0.9,11.6,26.3,5.62,2020-03-08
22.8,35.9,43.0,0.7,11.6,26.3,5.47,2020-03-09
23.1,36.8,37.0,1.3,11.6,26.4,6.25,2020-03-10
21.7,36.2,39.0,1.6,11.6,26.5,6.51,2020-03-11
22.9,36.9,40.0,1.3,12.0,27.1,6.27,2020-03-12
20.3,36.9,32.0,2.6,12.1,27.3,7.87,2020-03-13
19.8,37.1,37.0,2.6,12.2,27.5,7.72,2020-03-14
20.3,37.6,41.0,3.0,12.2,27.6,8.13,2020-03-15
20.6,37.6,42.0,3.0,12.3,27.8,8.17,2020-03-16
