Min Temp o 0,Max Temp 0,Humidity ojo,"Wind m/s
:selected:",Sun hours,Rad MJ/m2 / day,ETo mm/ day,date
19.7,38.0,23.0,3.4,12.2,28.2,9.38,1992-04-01
20.9,37.8,24.0,3.0,12.2,28.2,8.89,1992-04-02
19.0,38.2,21.0,2.8,12.2,28.2,8.71,1992-04-03
18.7,38.0,29.0,1.2,12.2,28.3,6.43,1992-04-04
18.9,37.5,26.0,1.8,12.2,28.3,7.23,1992-04-05
20.1,38.1,31.0,2.3,12.2,28.3,7.91,1992-04-06
19.4,39.1,26.0,1.8,12.2,28.3,7.42,1992-04-07
22.4,39.8,28.0,1.6,12.2,28.3,7.28,1992-04-08
23.1,39.8,26.0,2.7,12.2,28.3,8.85,1992-04-09
24.5,40.3,32.0,2.0,12.2,28.3,7.94,1992-04-10
23.4,39.4,30.0,2.0,12.2,28.3,7.82,1992-04-11
22.7,38.9,22.0,3.2,12.2,28.4,9.47,1992-04-12
20.7,39.6,25.0,3.8,12.3,28.5,10.16,1992-04-13
19.8,38.8,24.0,3.6,12.3,28.5,9.81,1992-04-14
19.7,39.4,23.0,2.5,12.3,28.5,8.52,1992-04-15
19.6,39.3,31.0,2.9,12.3,28.5,8.83,1992-04-16
21.7,39.5,36.0,2.4,12.3,28.5,8.2,1992-04-17
24.9,38.6,45.0,1.8,12.3,28.5,7.41,1992-04-18
24.6,36.7,55.0,2.4,12.3,28.5,7.46,1992-04-19
21.5,35.6,39.0,2.8,12.3,28.5,8.01,1992-04-20
21.7,38.1,36.0,2.0,12.3,28.5,7.59,1992-04-21
21.3,38.3,34.0,1.9,12.3,28.5,7.51,1992-04-22
21.9,38.1,32.0,1.8,12.3,28.5,7.4,1992-04-23
22.2,37.9,41.0,2.3,12.3,28.5,7.81,1992-04-24
23.2,37.1,46.0,2.8,12.3,28.5,8.04,1992-04-25
23.8,35.8,45.0,2.5,12.3,28.5,7.68,1992-04-26
23.2,35.4,45.0,1.7,12.3,28.5,6.91,1992-04-27
21.9,35.1,59.0,1.8,12.3,28.5,6.68,1992-04-28
21.5,33.6,52.0,1.6,12.4,28.6,6.5,1992-04-29
20.6,35.6,48.0,2.1,12.4,28.6,7.14,1992-04-30
19.1,28.8,78.0,4.9,12.4,28.3,5.67,1992-02-01
19.2,26.8,79.0,5.0,12.4,28.3,5.33,1992-02-02
18.8,28.7,78.0,4.4,12.4,28.3,5.6,1992-02-03
19.2,29.6,80.0,3.7,12.4,28.3,5.58,1992-02-04
19.6,26.5,80.0,1.7,12.4,28.3,5.15,1992-02-05
19.9,27.5,84.0,1.9,12.4,28.3,5.19,1992-02-06
19.8,29.3,81.0,2.3,12.4,28.3,5.47,1992-02-07
20.8,26.7,85.0,1.0,12.4,28.3,5.18,1992-02-08
20.0,27.3,85.0,2.7,12.4,28.3,5.1,1992-02-09
19.9,26.5,83.0,4.0,12.4,28.3,5.05,1992-02-10
19.5,26.8,82.0,5.1,12.4,28.3,5.1,1992-02-11
19.5,25.5,82.0,5.4,12.4,28.3,4.96,1992-02-12
19.3,25.3,83.0,5.7,12.4,28.3,4.85,1992-02-13
19.1,27.8,80.0,5.8,12.3,28.3,5.43,1992-02-14
19.5,26.6,81.0,5.8,12.3,28.3,5.21,1992-02-15
19.2,28.3,80.0,6.0,12.3,28.3,5.51,1992-02-16
18.2,28.4,79.0,6.2,12.3,28.3,5.59,1992-02-17
19.2,27.9,80.0,6.2,12.3,28.3,5.47,1992-02-18
18.8,28.0,81.0,5.2,12.3,28.3,5.38,1992-02-19
19.5,28.3,81.0,5.1,12.3,28.2,5.39,1992-02-20
19.1,28.3,81.0,4.9,12.3,28.2,5.41,1992-02-21
18.8,28.9,81.0,4.3,12.3,28.2,5.46,1992-02-22
18.4,28.6,80.0,3.7,12.3,28.2,5.44,1992-02-23
17.7,30.0,79.0,3.3,12.3,28.2,5.63,1992-02-24
18.9,28.2,80.0,3.3,12.3,28.2,5.38,1992-02-25
18.9,29.5,77.0,3.8,12.3,28.2,5.7,1992-02-26
19.0,28.9,78.0,4.5,12.3,28.2,5.65,1992-02-27
19.4,28.3,79.0,4.6,12.3,28.1,5.48,1992-02-28
19.7,28.1,79.0,4.5,12.3,28.1,5.44,1992-02-29
14.8,28.1,72.0,2.7,11.2,22.2,4.39,1992-12-01
13.4,28.7,74.0,2.9,11.2,22.1,4.44,1992-12-02
16.0,28.8,77.0,2.8,11.2,22.1,4.31,1992-12-03
17.2,28.6,76.0,3.5,11.2,22.1,4.47,1992-12-04
16.9,28.7,77.0,3.2,11.2,22.0,4.39,1992-12-05
15.4,27.3,71.0,3.4,11.2,22.0,4.49,1992-12-06
13.7,27.1,72.0,3.0,11.2,22.0,4.3,1992-12-07
13.1,26.9,66.0,2.9,11.2,21.9,4.43,1992-12-08
10.9,26.6,68.0,2.9,11.2,21.9,4.35,1992-12-09
10.7,26.7,70.0,2.6,11.2,21.9,4.16,1992-12-10
12.6,26.7,71.0,2.5,11.2,21.9,4.1,1992-12-11
13.4,27.4,70.0,2.1,11.2,21.9,4.11,1992-12-12
15.2,28.6,71.0,2.1,11.2,21.8,4.22,1992-12-13
15.0,29.0,69.0,2.1,11.2,21.8,4.34,1992-12-14
15.2,28.9,67.0,2.8,11.2,21.8,4.65,1992-12-15
14.8,28.7,71.0,3.1,11.2,21.8,4.57,1992-12-16
14.8,29.1,70.0,3.0,11.2,21.8,4.6,1992-12-17
13.8,29.2,71.0,2.9,11.2,21.8,4.56,1992-12-18
14.4,28.8,72.0,3.0,11.2,21.8,4.5,1992-12-19
15.1,28.9,68.0,3.3,11.2,21.8,4.77,1992-12-20
12.8,28.5,68.0,3.2,11.2,21.8,4.64,1992-12-21
12.9,28.1,67.0,2.7,11.2,21.8,4.49,1992-12-22
12.4,28.2,66.0,3.1,11.2,21.8,4.66,1992-12-23
11.5,27.7,62.0,3.0,11.2,21.8,4.67,1992-12-24
10.4,27.8,60.0,2.6,11.2,21.8,4.57,1992-12-25
9.3,28.2,57.0,2.4,11.2,21.8,4.64,1992-12-26
9.9,28.6,60.0,2.5,11.2,21.9,4.64,1992-12-27
11.4,28.7,59.0,2.5,11.2,21.9,4.74,1992-12-28
11.7,30.0,58.0,2.4,11.2,21.9,4.86,1992-12-29
10.8,29.2,61.0,2.9,11.2,21.9,4.91,1992-12-30
11.4,28.9,60.0,2.9,11.2,21.9,4.92,1992-12-31
15.5,29.2,73.0,1.9,11.2,22.0,4.22,1992-02-01
16.0,27.9,73.0,3.1,11.2,22.0,4.43,1992-02-02
14.0,28.0,74.0,3.9,11.2,22.0,4.53,1992-02-03
13.8,28.5,67.0,3.4,11.2,22.0,4.82,1992-02-04
12.0,27.6,64.0,2.9,11.2,22.1,4.66,1992-02-05
10.2,28.5,55.0,2.4,11.2,22.1,4.77,1992-02-06
9.3,29.3,48.0,2.3,11.2,22.2,4.98,1992-02-07
8.3,29.5,46.0,2.2,11.2,22.2,5.0,1992-02-08
8.0,29.3,50.0,2.1,11.2,22.2,4.82,1992-02-09
10.6,29.7,60.0,2.5,11.2,22.3,4.88,1992-02-10
11.7,29.8,60.0,2.7,11.2,22.3,4.98,1992-02-11
11.8,29.1,63.0,3.0,11.2,22.4,4.98,1992-02-12
11.9,29.4,56.0,3.1,11.2,22.4,5.33,1992-02-13
9.8,29.0,59.0,2.8,11.2,22.5,5.02,1992-02-14
12.0,29.3,61.0,2.7,11.2,22.5,4.95,1992-02-15
12.5,29.7,58.0,2.9,11.2,22.6,5.22,1992-02-16
12.4,30.6,57.0,2.7,11.2,22.6,5.3,1992-02-17
13.1,31.1,58.0,2.8,11.2,22.7,5.37,1992-02-18
13.7,31.4,54.0,2.6,11.2,22.7,5.44,1992-02-19
13.7,29.7,52.0,2.9,11.3,22.8,5.46,1992-02-20
11.1,29.6,54.0,3.1,11.3,22.9,5.53,1992-02-21
12.1,30.2,55.0,3.2,11.3,22.9,5.6,1992-02-22
12.0,30.4,47.0,3.0,11.3,23.0,5.82,1992-02-23
11.7,30.4,52.0,3.3,11.3,23.1,5.86,1992-02-24
12.3,30.6,55.0,3.6,11.3,23.1,5.89,1992-02-25
11.4,30.5,52.0,3.6,11.3,23.2,6.05,1992-02-26
10.1,29.2,51.0,3.4,11.3,23.2,5.76,1992-02-27
9.8,29.8,52.0,2.9,11.3,23.3,5.57,1992-02-28
11.8,29.6,55.0,3.0,11.3,23.4,5.54,1992-02-29
20.2,28.9,79.0,4.5,12.6,28.1,5.64,1992-02-01
20.2,29.3,79.0,4.7,12.6,28.1,5.71,1992-02-02
19.4,26.1,82.0,4.2,12.6,28.1,5.02,1992-02-03
20.6,29.6,77.0,3.9,12.6,28.1,5.78,1992-02-04
20.7,26.5,82.0,3.4,12.6,28.1,5.12,1992-02-05
20.4,28.8,78.0,3.5,12.6,28.1,5.58,1992-02-06
20.5,26.1,82.0,3.1,12.6,28.1,5.09,1992-02-07
20.4,26.6,84.0,3.1,12.5,28.1,5.07,1992-02-08
19.8,26.3,83.0,3.6,12.5,28.1,4.99,1992-02-09
19.0,26.4,81.0,3.3,12.5,28.1,5.11,1992-02-10
19.4,27.8,81.0,3.2,12.5,28.1,5.28,1992-02-11
19.4,26.4,82.0,3.1,12.5,28.1,5.04,1992-02-12
19.1,27.5,83.0,2.8,12.5,28.2,5.15,1992-02-13
19.6,28.9,82.0,3.2,12.5,28.2,5.38,1992-02-14
20.7,27.2,84.0,3.6,12.5,28.2,5.12,1992-02-15
19.8,25.7,83.0,3.6,12.5,28.2,4.98,1992-02-16
19.2,25.1,83.0,4.1,12.5,28.2,4.85,1992-02-17
18.2,27.1,81.0,5.2,12.5,28.2,5.17,1992-02-18
19.0,26.4,80.0,5.8,12.5,28.2,5.2,1992-02-19
19.7,29.2,77.0,6.4,12.5,28.2,5.9,1992-02-20
19.5,27.0,82.0,5.0,12.5,28.2,5.13,1992-02-21
19.8,25.5,84.0,4.9,12.5,28.2,4.83,1992-02-22
19.2,27.3,82.0,4.5,12.5,28.2,5.19,1992-02-23
18.6,27.7,78.0,4.7,12.5,28.2,5.46,1992-02-24
18.7,26.8,80.0,5.4,12.5,28.2,5.24,1992-02-25
18.8,28.5,78.0,6.4,12.5,28.2,5.74,1992-02-26
19.2,28.1,78.0,6.9,12.5,28.3,5.72,1992-02-27
21.0,27.5,77.0,7.5,12.5,28.3,5.77,1992-02-28
20.4,29.1,75.0,6.8,12.5,28.3,6.13,1992-02-29
21.1,32.6,70.0,1.8,12.5,28.3,6.09,1992-02-01
22.1,32.7,67.0,1.6,12.5,28.3,6.14,1992-02-02
21.3,32.6,70.0,1.8,12.5,28.2,6.09,1992-02-03
20.9,33.3,68.0,2.0,12.5,28.2,6.27,1992-02-04
20.7,30.7,74.0,2.8,12.5,28.2,5.97,1992-02-05
21.2,27.6,83.0,2.2,12.6,28.2,5.27,1992-02-06
21.2,31.7,73.0,2.4,12.6,28.2,6.04,1992-02-07
21.3,31.9,73.0,2.6,12.6,28.2,6.14,1992-02-08
21.4,32.5,70.0,1.5,12.6,28.2,5.97,1992-02-09
21.8,30.8,73.0,1.5,12.6,28.2,5.79,1992-02-10
22.0,30.6,76.0,1.6,12.6,28.2,5.73,1992-02-11
20.5,32.1,71.0,2.6,12.6,28.2,6.21,1992-02-12
20.9,31.5,72.0,3.9,12.6,28.1,6.36,1992-02-13
21.5,29.6,78.0,4.3,12.6,28.1,5.83,1992-02-14
21.0,30.4,76.0,4.7,12.6,28.1,6.12,1992-02-15
21.8,28.2,77.0,6.8,12.6,28.1,5.84,1992-02-16
20.5,27.3,81.0,5.4,12.6,28.1,5.32,1992-02-17
20.0,28.1,81.0,4.6,12.6,28.1,5.4,1992-02-18
21.6,27.6,82.0,5.9,12.6,28.1,5.3,1992-02-19
20.8,28.0,79.0,6.3,12.6,28.1,5.57,1992-02-20
20.5,28.0,74.0,6.8,12.6,28.1,6.02,1992-02-21
20.8,28.6,74.0,6.7,12.6,28.1,6.1,1992-02-22
20.2,29.9,76.0,5.8,12.6,28.1,6.08,1992-02-23
20.1,29.4,76.0,5.1,12.6,28.1,5.97,1992-02-24
19.1,28.1,79.0,4.2,12.6,28.1,5.45,1992-02-25
19.7,29.9,75.0,4.7,12.6,28.1,6.06,1992-02-26
20.1,28.1,79.0,4.8,12.6,28.1,5.49,1992-02-27
20.5,29.9,76.0,4.6,12.6,28.1,5.96,1992-02-28
20.8,28.3,80.0,4.5,12.6,28.1,5.52,1992-02-29
16.3,36.8,27.0,2.8,11.5,25.8,7.81,1992-03-01
17.0,37.1,24.0,2.4,11.5,25.8,7.46,1992-03-02
17.4,37.3,23.0,2.4,11.5,25.9,7.54,1992-03-03
17.6,36.8,21.0,2.3,11.5,26.0,7.37,1992-03-04
16.3,37.5,18.0,2.5,11.5,26.0,7.83,1992-03-05
16.3,36.9,20.0,2.4,11.6,26.1,7.6,1992-03-06
16.3,37.3,18.0,2.4,11.6,26.2,7.67,1992-03-07
16.3,36.8,15.0,2.0,11.6,26.3,6.99,1992-03-08
16.4,35.9,29.0,1.7,11.6,26.3,6.43,1992-03-09
16.6,36.1,19.0,2.1,11.6,26.4,7.21,1992-03-10
16.9,36.8,20.0,2.7,11.6,26.5,8.05,1992-03-11
17.2,37.4,23.0,3.6,12.0,27.1,9.23,1992-03-12
17.0,36.8,29.0,3.4,12.1,27.3,8.73,1992-03-13
15.8,37.0,24.0,3.4,12.1,27.4,8.87,1992-03-14
14.7,37.2,20.0,2.7,12.2,27.6,8.17,1992-03-15
16.0,37.5,23.0,2.5,12.3,27.8,7.91,1992-03-16
17.1,38.1,19.0,2.2,12.4,28.0,7.67,1992-03-17
18.1,38.2,22.0,1.6,12.5,28.2,6.85,1992-03-18
19.1,38.7,23.0,2.4,12.5,28.2,8.05,1992-03-19
19.4,38.4,23.0,3.2,12.6,28.4,9.17,1992-03-20
17.9,38.5,21.0,3.4,12.7,28.6,9.45,1992-03-21
17.4,38.5,23.0,3.3,12.8,28.8,9.25,1992-03-22
19.7,39.1,18.0,2.5,12.8,28.8,8.56,1992-03-23
17.8,39.5,19.0,2.7,12.9,29.0,8.84,1992-03-24
18.4,38.9,26.0,2.1,12.1,27.8,7.63,1992-03-25
19.1,39.5,27.0,3.6,12.1,27.9,9.69,1992-03-26
18.9,38.8,27.0,3.5,12.1,27.9,9.39,1992-03-27
19.0,38.7,25.0,2.6,12.1,28.0,8.34,1992-03-28
19.5,39.0,24.0,2.6,12.1,28.0,8.4,1992-03-29
19.3,38.6,30.0,2.1,12.1,28.0,7.66,1992-03-30
19.7,38.0,33.0,1.7,12.2,28.1,7.11,1992-03-31
20.3,36.3,48.0,2.1,12.4,28.6,7.2,1992-05-01
20.8,36.9,48.0,2.1,12.4,28.5,7.33,1992-05-02
21.8,34.8,57.0,1.7,12.4,28.5,6.61,1992-05-03
21.5,34.5,63.0,2.3,12.4,28.5,6.78,1992-05-04
21.7,36.0,59.0,1.8,12.4,28.5,6.75,1992-05-05
21.5,35.3,57.0,1.7,12.4,28.5,6.67,1992-05-06
21.5,34.5,61.0,1.5,12.4,28.5,6.38,1992-05-07
21.9,35.2,59.0,1.5,12.4,28.5,6.48,1992-05-08
22.6,34.5,62.0,1.8,12.4,28.5,6.6,1992-05-09
23.3,31.0,68.0,2.0,12.4,28.5,6.17,1992-05-10
22.1,32.4,67.0,1.6,12.4,28.5,6.13,1992-05-11
22.9,35.1,59.0,1.3,12.4,28.5,6.42,1992-05-12
21.2,33.8,61.0,1.8,12.4,28.5,6.47,1992-05-13
19.6,36.3,52.0,2.8,12.4,28.5,7.6,1992-05-14
21.4,32.7,61.0,1.9,12.4,28.4,6.4,1992-05-15
19.9,33.9,59.0,1.8,12.5,28.4,6.44,1992-05-16
21.1,34.3,67.0,3.0,12.5,28.4,6.88,1992-05-17
21.7,31.5,72.0,3.7,12.5,28.4,6.43,1992-05-18
21.8,30.0,74.0,2.5,12.5,28.4,5.92,1992-05-19
21.5,34.7,65.0,2.9,12.5,28.4,6.96,1992-05-20
19.3,35.3,60.0,4.0,12.5,28.4,7.75,1992-05-21
18.2,35.5,58.0,3.3,12.5,28.4,7.5,1992-05-22
20.0,36.9,57.0,3.4,12.5,28.4,7.9,1992-05-23
22.1,37.4,56.0,4.3,12.5,28.3,8.6,1992-05-24
22.4,37.5,55.0,4.7,12.5,28.3,8.86,1992-05-25
20.8,38.0,54.0,4.6,12.5,28.3,8.94,1992-05-26
20.8,37.5,55.0,4.4,12.5,28.3,8.68,1992-05-27
21.5,37.3,57.0,2.9,12.5,28.3,7.62,1992-05-28
23.1,33.0,63.0,2.4,12.5,28.3,6.66,1992-05-29
22.0,27.6,79.0,2.2,12.5,28.3,5.45,1992-05-30
21.2,33.6,68.0,1.8,12.5,28.3,6.23,1992-05-31
16.4,29.3,72.0,1.5,11.4,23.9,4.55,1992-11-01
17.8,29.1,77.0,2.3,11.4,23.9,4.63,1992-11-02
19.1,28.5,77.0,2.7,11.4,23.8,4.64,1992-11-03
17.4,28.4,77.0,2.3,11.3,23.7,4.52,1992-11-04
17.4,29.3,75.0,2.0,11.3,23.6,4.61,1992-11-05
17.8,29.9,74.0,2.0,11.3,23.6,4.69,1992-11-06
17.7,29.5,70.0,2.0,11.3,23.5,4.71,1992-11-07
19.1,26.8,82.0,2.8,11.3,23.4,4.23,1992-11-08
17.6,27.5,77.0,3.2,11.3,23.4,4.51,1992-11-09
17.6,29.7,75.0,2.7,11.3,23.3,4.72,1992-11-10
16.7,29.9,71.0,2.6,11.3,23.2,4.83,1992-11-11
17.7,29.0,75.0,3.4,11.3,23.2,4.8,1992-11-12
18.9,28.1,78.0,4.3,11.3,23.1,4.66,1992-11-13
18.7,25.2,86.0,4.5,11.3,23.0,3.81,1992-11-14
19.2,25.3,88.0,4.1,11.3,23.0,3.71,1992-11-15
20.1,26.3,88.0,3.4,11.3,22.9,3.88,1992-11-16
19.1,26.1,89.0,3.0,11.3,22.9,3.77,1992-11-17
18.1,25.9,86.0,2.0,11.3,22.8,3.82,1992-11-18
19.4,27.2,82.0,1.4,11.3,22.7,4.02,1992-11-19
18.7,24.3,91.0,1.3,11.3,22.7,3.63,1992-11-20
19.1,25.3,84.0,1.4,11.3,22.6,3.81,1992-11-21
18.6,25.1,88.0,1.7,11.3,22.6,3.69,1992-11-22
18.9,27.8,83.0,2.0,11.3,22.5,4.05,1992-11-23
17.2,28.7,74.0,2.0,11.2,22.5,4.33,1992-11-24
15.3,28.0,73.0,2.2,11.2,22.4,4.26,1992-11-25
14.6,27.7,76.0,2.0,11.2,22.4,4.09,1992-11-26
15.5,27.5,71.0,2.5,11.2,22.3,4.34,1992-11-27
14.9,28.0,76.0,3.0,11.2,22.3,4.31,1992-11-28
16.4,28.0,76.0,2.9,11.2,22.2,4.32,1992-11-29
14.9,28.0,73.0,2.7,11.2,22.2,4.35,1992-11-30
18.7,28.2,82.0,1.4,12.0,26.8,4.9,1992-02-01
19.4,29.2,78.0,1.7,11.6,26.1,5.02,1992-02-02
18.5,29.3,77.0,2.2,11.6,26.0,5.09,1992-02-03
19.3,27.8,82.0,1.4,11.6,26.0,4.76,1992-02-04
19.4,25.7,85.0,1.6,11.6,25.9,4.5,1992-02-05
19.1,27.2,87.0,1.3,11.6,25.8,4.59,1992-02-06
20.5,27.6,85.0,2.0,11.6,25.8,4.7,1992-02-07
20.3,25.8,86.0,0.9,11.5,25.7,4.54,1992-02-08
19.5,28.3,85.0,1.9,11.5,25.6,4.71,1992-02-09
20.3,28.3,83.0,2.2,11.5,25.6,4.78,1992-02-10
19.4,27.6,85.0,1.8,11.5,25.5,4.58,1992-02-11
19.0,26.4,86.0,1.4,11.5,25.4,4.44,1992-02-12
19.3,27.2,84.0,1.1,11.5,25.4,4.54,1992-02-13
19.4,27.2,83.0,2.1,11.5,25.3,4.56,1992-02-14
18.9,28.1,84.0,1.9,11.5,25.2,4.58,1992-02-15
18.4,22.8,89.0,3.1,11.5,25.1,3.8,1992-02-16
16.9,27.6,80.0,2.3,11.5,25.1,4.57,1992-02-17
16.9,27.3,84.0,1.4,11.5,25.0,4.38,1992-02-18
19.8,27.8,78.0,1.3,11.5,24.9,4.59,1992-02-19
18.3,29.2,69.0,1.3,11.4,24.8,4.75,1992-02-20
16.5,29.0,71.0,1.4,11.4,24.8,4.7,1992-02-21
17.8,29.2,69.0,0.8,11.4,24.7,4.5,1992-02-22
18.1,29.6,75.0,0.8,11.4,24.6,4.52,1992-02-23
19.5,28.3,78.0,0.8,11.4,24.5,4.46,1992-02-24
18.6,28.8,79.0,1.5,11.4,24.5,4.55,1992-02-25
19.1,27.0,77.0,1.4,11.4,24.4,4.41,1992-02-26
18.5,28.8,80.0,1.8,11.4,24.3,4.55,1992-02-27
17.7,27.9,75.0,2.1,11.4,24.2,4.6,1992-02-28
17.5,28.6,76.0,2.1,11.4,24.2,4.6,1992-02-29
19.7,27.6,82.0,4.5,12.2,28.1,5.17,1992-02-01
19.1,28.6,80.0,4.7,12.2,28.0,5.49,1992-02-02
19.3,28.6,80.0,4.4,12.2,28.0,5.43,1992-02-03
19.2,28.7,79.0,4.3,12.2,28.0,5.49,1992-02-04
19.0,28.3,80.0,4.2,12.2,28.0,5.35,1992-02-05
20.1,26.2,84.0,4.2,12.2,27.9,4.9,1992-02-06
19.5,25.7,84.0,4.3,12.2,27.9,4.82,1992-02-07
18.9,28.6,80.0,4.2,12.2,27.9,5.39,1992-02-08
18.9,28.2,80.0,3.7,12.2,27.8,5.31,1992-02-09
19.1,26.4,82.0,2.9,12.2,27.8,4.98,1992-02-10
18.1,29.9,76.0,3.1,12.2,27.8,5.65,1992-02-11
18.6,26.4,78.0,2.8,12.1,27.7,5.09,1992-02-12
18.2,27.6,78.0,2.5,12.1,27.7,5.17,1992-02-13
18.6,30.6,72.0,2.5,12.1,27.6,5.75,1992-02-14
18.8,28.7,77.0,2.2,12.1,27.6,5.33,1992-02-15
19.5,25.7,84.0,2.3,12.1,27.6,4.8,1992-02-16
20.0,25.7,84.0,2.3,12.1,27.5,4.83,1992-02-17
20.1,26.5,84.0,2.1,12.1,27.5,4.89,1992-02-18
19.9,26.6,86.0,1.8,12.9,28.6,5.04,1992-02-19
19.3,26.5,81.0,1.4,12.8,28.5,5.06,1992-02-20
19.8,29.1,74.0,1.2,12.7,28.3,5.37,1992-02-21
18.1,29.4,75.0,1.6,12.7,28.2,5.37,1992-02-22
19.8,29.6,75.0,1.4,12.6,28.0,5.41,1992-02-23
19.8,30.2,72.0,1.4,12.5,27.8,5.47,1992-02-24
18.2,29.8,70.0,1.6,12.4,27.6,5.42,1992-02-25
19.3,30.4,74.0,1.5,12.3,27.5,5.4,1992-02-26
19.1,30.6,74.0,1.6,12.3,27.4,5.43,1992-02-27
20.3,25.6,86.0,1.5,12.2,27.2,4.76,1992-02-28
20.4,26.6,87.0,3.1,12.1,27.0,4.68,1992-02-29
23.8,34.7,41.0,1.1,12.2,28.1,6.25,1993-04-01
23.1,36.5,35.0,0.9,12.2,28.2,6.01,1993-04-02
23.9,35.9,37.0,1.5,12.2,28.2,6.81,1993-04-03
19.0,37.7,28.0,2.5,12.2,28.2,8.15,1993-04-04
19.4,38.4,32.0,3.3,12.2,28.2,9.02,1993-04-05
20.4,37.8,39.0,3.1,12.2,28.3,8.55,1993-04-06
22.2,37.9,38.0,2.1,12.2,28.3,7.58,1993-04-07
22.6,38.4,33.0,0.9,12.2,28.3,6.26,1993-04-08
24.9,38.8,29.0,2.0,12.2,28.3,7.76,1993-04-09
24.2,37.7,40.0,2.4,12.2,28.4,7.89,1993-04-10
23.9,35.7,44.0,1.1,12.2,28.4,6.4,1993-04-11
20.4,36.8,39.0,2.4,12.2,28.4,7.77,1993-04-12
18.2,36.7,37.0,1.9,12.2,28.4,7.18,1993-04-13
21.6,37.3,36.0,1.4,12.3,28.4,6.82,1993-04-14
24.1,35.3,42.0,2.3,12.3,28.5,7.52,1993-04-15
23.9,38.2,35.0,2.5,12.3,28.5,8.26,1993-04-16
22.4,38.3,31.0,2.4,12.3,28.5,8.22,1993-04-17
23.5,38.8,34.0,2.3,12.3,28.5,8.05,1993-04-18
23.8,35.4,49.0,2.2,12.3,28.5,7.28,1993-04-19
25.2,34.6,50.0,0.8,12.3,28.5,6.13,1993-04-20
24.5,36.3,44.0,0.8,12.3,28.5,6.15,1993-04-21
24.6,38.8,34.0,2.1,12.3,28.5,7.9,1993-04-22
21.6,39.2,31.0,1.9,12.3,28.5,7.65,1993-04-23
24.2,39.3,36.0,1.7,12.3,28.5,7.48,1993-04-24
24.2,39.2,33.0,2.4,12.3,28.6,8.34,1993-04-25
24.3,39.1,34.0,3.0,12.3,28.6,9.04,1993-04-26
23.1,38.0,39.0,1.5,12.3,28.6,7.07,1993-04-27
24.5,35.2,45.0,1.6,12.3,28.6,6.88,1993-04-28
23.6,36.8,45.0,1.8,12.4,28.6,7.19,1993-04-29
24.8,36.8,45.0,1.2,12.4,28.6,6.61,1993-04-30
20.0,29.6,77.0,6.1,12.4,28.3,5.98,1993-02-01
19.7,29.7,77.0,6.2,12.4,28.3,6.04,1993-02-02
20.4,28.8,78.0,5.6,12.4,28.3,5.74,1993-02-03
19.7,29.1,79.0,4.2,12.4,28.3,5.61,1993-02-04
19.0,28.2,80.0,3.4,12.4,28.3,5.38,1993-02-05
19.0,29.8,76.0,2.5,12.4,28.3,5.67,1993-02-06
19.4,28.4,78.0,2.4,12.4,28.3,5.44,1993-02-07
19.9,29.1,81.0,3.7,12.4,28.3,5.52,1993-02-08
18.9,27.3,81.0,4.7,12.4,28.3,5.25,1993-02-09
19.4,28.8,78.0,5.3,12.4,28.3,5.7,1993-02-10
18.9,25.8,81.0,5.2,12.4,28.3,5.05,1993-02-11
18.6,28.8,78.0,4.6,12.4,28.3,5.66,1993-02-12
19.9,29.0,79.0,4.6,12.4,28.3,5.64,1993-02-13
20.1,27.2,82.0,4.7,12.4,28.3,5.21,1993-02-14
19.6,28.8,79.0,5.4,12.3,28.3,5.68,1993-02-15
19.7,27.4,81.0,4.8,12.3,28.3,5.28,1993-02-16
19.3,29.1,79.0,4.5,12.3,28.3,5.64,1993-02-17
19.2,29.5,78.0,4.5,12.3,28.3,5.74,1993-02-18
19.6,30.3,77.0,4.0,12.3,28.3,5.92,1993-02-19
19.0,30.2,76.0,4.6,12.3,28.2,6.0,1993-02-20
18.9,30.4,76.0,4.6,12.3,28.2,6.07,1993-02-21
18.9,29.8,78.0,4.4,12.3,28.2,5.77,1993-02-22
19.4,29.2,79.0,3.8,12.3,28.2,5.61,1993-02-23
19.2,28.3,79.0,4.2,12.3,28.2,5.49,1993-02-24
19.0,28.9,78.0,3.8,12.3,28.2,5.57,1993-02-25
19.3,28.8,78.0,3.8,12.3,28.2,5.59,1993-02-26
19.6,29.7,77.0,3.3,12.3,28.2,5.7,1993-02-27
19.6,28.4,81.0,2.3,12.3,28.1,5.32,1993-02-28
15.0,28.4,79.0,3.1,11.2,22.2,4.24,1993-02-01
16.1,29.3,74.0,2.4,11.2,22.1,4.38,1993-02-02
14.3,28.0,69.0,2.8,11.2,22.1,4.5,1993-02-03
15.2,20.4,82.0,4.8,11.2,22.1,3.33,1993-02-04
17.6,25.5,87.0,3.8,11.2,22.0,3.6,1993-02-05
18.4,26.6,88.0,2.8,11.2,22.0,3.68,1993-02-06
15.6,26.7,83.0,2.6,11.2,22.0,3.79,1993-02-07
13.6,26.9,79.0,2.1,11.2,21.9,3.85,1993-02-08
14.3,27.2,79.0,1.9,11.2,21.9,3.85,1993-02-09
14.5,27.4,79.0,2.4,11.2,21.9,3.94,1993-02-10
15.0,27.8,79.0,2.1,11.2,21.9,3.93,1993-02-11
15.7,27.9,77.0,2.2,11.2,21.9,4.06,1993-02-12
14.8,27.8,76.0,2.3,11.2,21.8,4.07,1993-02-13
